3540.500   0.212748509511584E-04
3541.400   0.207211887754966E-04
3542.300   0.208112687687390E-04
3543.200   0.213441398955183E-04
3544.100   0.216825555980904E-04
3545.000   0.216929620364681E-04
3545.900   0.216635999095161E-04
3546.800   0.214228457480203E-04
3547.700   0.212693594221491E-04
3548.600   0.216136450035265E-04
3549.500   0.220490146602970E-04
3550.400   0.221061764023034E-04
3551.300   0.217447686736705E-04
3552.200   0.211797287192894E-04
3553.100   0.206189524760703E-04
3554.000   0.203489071282092E-04
3554.900   0.207119792321464E-04
3555.800   0.212902541534277E-04
3556.700   0.214094288821798E-04
3557.600   0.211377337109298E-04
3558.500   0.208594829018693E-04
3559.400   0.208199871849502E-04
3560.300   0.209692825592356E-04
3561.200   0.213843341043685E-04
3562.100   0.221330174099421E-04
3563.000   0.222629314521328E-04
3563.900   0.207100765692303E-04
3564.800   0.182583353307564E-04
3565.700   0.169417216966394E-04
3566.600   0.174643737409497E-04
3567.500   0.183831343747443E-04
3568.400   0.179970029421384E-04
3569.300   0.167084162967512E-04
3570.200   0.160613089974504E-04
3571.100   0.166605514095863E-04
3572.000   0.178037680598209E-04
3572.900   0.185700337169692E-04
3573.800   0.189372567547252E-04
3574.700   0.191425824596081E-04
3575.600   0.196195487660589E-04
3576.500   0.201996299438179E-04
3577.400   0.201082930288976E-04
3578.300   0.194023141375510E-04
3579.200   0.184365708264522E-04
3580.100   0.165903929882916E-04
3581.000   0.148860972331022E-04
3581.900   0.154714471136685E-04
3582.800   0.174072501977207E-04
3583.700   0.176961766555905E-04
3584.600   0.159157807502197E-04
3585.500   0.143758397825877E-04
3586.400   0.143663255585125E-04
3587.300   0.153841447172454E-04
3588.200   0.165141464094631E-04
3589.100   0.174977376445895E-04
3590.000   0.190015252883313E-04
3590.900   0.206891090783756E-04
3591.800   0.211095757549629E-04
3592.700   0.202876144612674E-04
3593.600   0.197652097995160E-04
3594.500   0.202516512217699E-04
3595.400   0.212379418371711E-04
3596.300   0.221241971303243E-04
3597.200   0.224973846343346E-04
3598.100   0.224183913815068E-04
3599.000   0.226138326979708E-04
3599.900   0.230704590649111E-04
3600.800   0.226359752559802E-04
3601.700   0.209523423109204E-04
3602.600   0.194028598343721E-04
3603.500   0.187589357665274E-04
3604.400   0.184046821232187E-04
3605.300   0.182943676918512E-04
3606.200   0.189530819625361E-04
3607.100   0.192305633390788E-04
3608.000   0.178748668986373E-04
3608.900   0.163544409588212E-04
3609.800   0.164961566042621E-04
3610.700   0.179742801265093E-04
3611.600   0.191355666174786E-04
3612.500   0.188868089026073E-04
3613.400   0.184320542757632E-04
3614.300   0.193789383047260E-04
3615.200   0.208991514227819E-04
3616.100   0.211754922929686E-04
3617.000   0.193991490959888E-04
3617.900   0.164418852364179E-04
3618.800   0.149285888255690E-04
3619.700   0.161484476848273E-04
3620.600   0.183316824404756E-04
3621.500   0.200702579604695E-04
3622.400   0.209803711186396E-04
3623.300   0.205770411412232E-04
3624.200   0.201519524125615E-04
3625.100   0.213075854844647E-04
3626.000   0.230782443395583E-04
3626.900   0.237871372519294E-04
3627.800   0.236166397371562E-04
3628.700   0.229680226766504E-04
3629.600   0.208549809030956E-04
3630.500   0.173919488588581E-04
3631.400   0.156236510520102E-04
